FREQUENCY	MEASURE	ASGS_2011	TIME_FORMAT	obsTime	obsValue	label_ASGS_2011	label_MEASURE	label_FREQUENCY
Q	5	0	P3M	2014-Q2	548.9	Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	4	P3M	2013-Q2	380.5	South Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	1	P3M	2013-Q1	569.7	New South Wales	Mean price of residential dwelling ($'000)	Quarterly
Q	5	7	P3M	2012-Q4	502.3	Northern Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	3	P3M	2013-Q1	427.4	Queensland	Mean price of residential dwelling ($'000)	Quarterly
Q	5	0	P3M	2013-Q1	501.6	Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	1	P3M	2014-Q1	632.2	New South Wales	Mean price of residential dwelling ($'000)	Quarterly
Q	5	5	P3M	2014-Q3	589.1	Western Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	7	P3M	2013-Q1	490.3	Northern Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	3	P3M	2013-Q4	440.4	Queensland	Mean price of residential dwelling ($'000)	Quarterly
Q	5	0	P3M	2012-Q4	496.8	Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	1	P3M	2012-Q4	562.2	New South Wales	Mean price of residential dwelling ($'000)	Quarterly
Q	5	2	P3M	2014-Q4	571.5	Victoria	Mean price of residential dwelling ($'000)	Quarterly
Q	5	3	P3M	2014-Q4	462.5	Queensland	Mean price of residential dwelling ($'000)	Quarterly
Q	5	3	P3M	2013-Q2	431.6	Queensland	Mean price of residential dwelling ($'000)	Quarterly
Q	5	5	P3M	2013-Q4	587.7	Western Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	7	P3M	2012-Q2	457.3	Northern Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	3	P3M	2012-Q4	426.4	Queensland	Mean price of residential dwelling ($'000)	Quarterly
Q	5	7	P3M	2014-Q2	529.2	Northern Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	7	P3M	2014-Q3	506	Northern Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	7	P3M	2013-Q4	525.5	Northern Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	0	P3M	2012-Q2	489.9	Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	5	P3M	2012-Q3	537.9	Western Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	2	P3M	2012-Q3	491.8	Victoria	Mean price of residential dwelling ($'000)	Quarterly
Q	5	7	P3M	2012-Q3	466.8	Northern Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	0	P3M	2014-Q4	571.7	Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	4	P3M	2012-Q4	376.1	South Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	0	P3M	2013-Q4	533.7	Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	1	P3M	2013-Q3	594.7	New South Wales	Mean price of residential dwelling ($'000)	Quarterly
Q	5	3	P3M	2012-Q3	426.3	Queensland	Mean price of residential dwelling ($'000)	Quarterly
Q	5	2	P3M	2014-Q3	553.7	Victoria	Mean price of residential dwelling ($'000)	Quarterly
Q	5	0	P3M	2014-Q3	555.6	Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	3	P3M	2011-Q4	425.7	Queensland	Mean price of residential dwelling ($'000)	Quarterly
Q	5	3	P3M	2013-Q3	431	Queensland	Mean price of residential dwelling ($'000)	Quarterly
Q	5	0	P3M	2013-Q2	508.8	Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	3	P3M	2011-Q3	428.8	Queensland	Mean price of residential dwelling ($'000)	Quarterly
Q	5	7	P3M	2011-Q4	472.5	Northern Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	7	P3M	2012-Q1	464.6	Northern Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	4	P3M	2012-Q3	375.7	South Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	5	P3M	2012-Q4	550.8	Western Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	4	P3M	2013-Q1	380.5	South Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	5	P3M	2013-Q2	573.8	Western Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	2	P3M	2013-Q3	524	Victoria	Mean price of residential dwelling ($'000)	Quarterly
Q	5	7	P3M	2014-Q1	519.4	Northern Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	5	P3M	2014-Q2	594.6	Western Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	4	P3M	2014-Q3	404.3	South Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	3	P3M	2012-Q1	422.4	Queensland	Mean price of residential dwelling ($'000)	Quarterly
Q	5	3	P3M	2012-Q2	423.2	Queensland	Mean price of residential dwelling ($'000)	Quarterly
Q	5	1	P3M	2014-Q2	651.1	New South Wales	Mean price of residential dwelling ($'000)	Quarterly
Q	5	2	P3M	2011-Q4	506.6	Victoria	Mean price of residential dwelling ($'000)	Quarterly
Q	5	0	P3M	2011-Q4	486.9	Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	4	P3M	2012-Q1	377.4	South Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	4	P3M	2012-Q2	378.1	South Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	5	P3M	2013-Q1	561.8	Western Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	7	P3M	2013-Q2	494.5	Northern Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	4	P3M	2013-Q4	398.4	South Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	4	P3M	2014-Q1	404.6	South Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	4	P3M	2014-Q2	405.1	South Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	6	P3M	2014-Q2	308.9	Tasmania	Mean price of residential dwelling ($'000)	Quarterly
Q	5	4	P3M	2014-Q4	414.9	South Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	6	P3M	2014-Q4	309.6	Tasmania	Mean price of residential dwelling ($'000)	Quarterly
Q	5	5	P3M	2011-Q3	524.8	Western Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	7	P3M	2011-Q3	522.7	Northern Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	4	P3M	2011-Q4	384.3	South Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	0	P3M	2012-Q3	486.4	Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	5	P3M	2012-Q2	530.4	Western Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	6	P3M	2012-Q3	291.2	Tasmania	Mean price of residential dwelling ($'000)	Quarterly
Q	5	6	P3M	2012-Q4	298	Tasmania	Mean price of residential dwelling ($'000)	Quarterly
Q	5	6	P3M	2013-Q1	294.1	Tasmania	Mean price of residential dwelling ($'000)	Quarterly
Q	5	5	P3M	2013-Q3	573.8	Western Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	7	P3M	2013-Q3	501.1	Northern Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	2	P3M	2014-Q2	548	Victoria	Mean price of residential dwelling ($'000)	Quarterly
Q	5	6	P3M	2014-Q3	311.2	Tasmania	Mean price of residential dwelling ($'000)	Quarterly
Q	5	2	P3M	2011-Q3	512.6	Victoria	Mean price of residential dwelling ($'000)	Quarterly
Q	5	0	P3M	2012-Q1	488.6	Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	0	P3M	2011-Q3	490.8	Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	1	P3M	2011-Q3	540.8	New South Wales	Mean price of residential dwelling ($'000)	Quarterly
Q	5	1	P3M	2011-Q4	535.3	New South Wales	Mean price of residential dwelling ($'000)	Quarterly
Q	5	1	P3M	2012-Q3	544.6	New South Wales	Mean price of residential dwelling ($'000)	Quarterly
Q	5	2	P3M	2012-Q4	502	Victoria	Mean price of residential dwelling ($'000)	Quarterly
Q	5	2	P3M	2013-Q1	507.2	Victoria	Mean price of residential dwelling ($'000)	Quarterly
Q	5	2	P3M	2013-Q2	512	Victoria	Mean price of residential dwelling ($'000)	Quarterly
Q	5	6	P3M	2013-Q2	298.1	Tasmania	Mean price of residential dwelling ($'000)	Quarterly
Q	5	6	P3M	2013-Q3	298.1	Tasmania	Mean price of residential dwelling ($'000)	Quarterly
Q	5	3	P3M	2014-Q1	447.4	Queensland	Mean price of residential dwelling ($'000)	Quarterly
Q	5	1	P3M	2014-Q3	668	New South Wales	Mean price of residential dwelling ($'000)	Quarterly
Q	5	1	P3M	2014-Q4	695.6	New South Wales	Mean price of residential dwelling ($'000)	Quarterly
Q	5	6	P3M	2011-Q4	310	Tasmania	Mean price of residential dwelling ($'000)	Quarterly
Q	5	6	P3M	2012-Q1	304.7	Tasmania	Mean price of residential dwelling ($'000)	Quarterly
Q	5	4	P3M	2011-Q3	379.9	South Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	6	P3M	2011-Q3	305.1	Tasmania	Mean price of residential dwelling ($'000)	Quarterly
Q	5	1	P3M	2012-Q1	547.1	New South Wales	Mean price of residential dwelling ($'000)	Quarterly
Q	5	1	P3M	2012-Q2	552.2	New South Wales	Mean price of residential dwelling ($'000)	Quarterly
Q	5	6	P3M	2012-Q2	295.2	Tasmania	Mean price of residential dwelling ($'000)	Quarterly
Q	5	2	P3M	2013-Q4	538.9	Victoria	Mean price of residential dwelling ($'000)	Quarterly
Q	5	1	P3M	2013-Q4	621.4	New South Wales	Mean price of residential dwelling ($'000)	Quarterly
Q	5	6	P3M	2013-Q4	307.3	Tasmania	Mean price of residential dwelling ($'000)	Quarterly
Q	5	6	P3M	2014-Q1	308	Tasmania	Mean price of residential dwelling ($'000)	Quarterly
Q	5	3	P3M	2014-Q2	452.2	Queensland	Mean price of residential dwelling ($'000)	Quarterly
Q	5	3	P3M	2014-Q3	455.8	Queensland	Mean price of residential dwelling ($'000)	Quarterly
Q	5	2	P3M	2012-Q1	500	Victoria	Mean price of residential dwelling ($'000)	Quarterly
Q	5	2	P3M	2012-Q2	500.2	Victoria	Mean price of residential dwelling ($'000)	Quarterly
Q	5	7	P3M	2014-Q4	521.1	Northern Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	5	P3M	2011-Q4	521.4	Western Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	5	P3M	2012-Q1	532.4	Western Australia	Mean price of residential dwelling ($'000)	Quarterly
Q	5	8	P3M	2011-Q3	547.5	Australian Capital Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	8	P3M	2011-Q4	561.5	Australian Capital Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	8	P3M	2012-Q1	553	Australian Capital Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	8	P3M	2012-Q2	552.2	Australian Capital Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	8	P3M	2012-Q3	543.1	Australian Capital Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	8	P3M	2012-Q4	565	Australian Capital Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	8	P3M	2013-Q1	545.1	Australian Capital Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	8	P3M	2013-Q2	566.2	Australian Capital Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	8	P3M	2013-Q3	552.3	Australian Capital Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	8	P3M	2013-Q4	575.6	Australian Capital Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	8	P3M	2014-Q1	566	Australian Capital Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	8	P3M	2014-Q2	571.8	Australian Capital Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	8	P3M	2014-Q3	574.6	Australian Capital Territory	Mean price of residential dwelling ($'000)	Quarterly
Q	5	8	P3M	2014-Q4	588.9	Australian Capital Territory	Mean price of residential dwelling ($'000)	Quarterly
